,content
1225,"Adoro a Catheurine Deneuve, uma Diva do Cinema, mas acho que ela ainda não entendeu.VOU DESENHAR.A denúncia é de homens que abordaram sexualmente atrizes com chantagens do poder e ameaças de desemprego eterno. Não é um simples ato de sedução, mesmo que insistente e sem agressão física ou desrespeito verbal. A delação destes poderosos é legítima.Aconteceu há pouco na Globo e mereceu pedido de desculpas públicas do infrator agora afastado das novelas.O ator José Mayer era useiro e vezeiro em fazer isto, até a brava denúncia de uma profissional da moda, a figurinista Susllen Tonani,"
1226,"Se operar o canal 2, pode por meu nome na lista dos voluntários"
1228,Com essa idade teve que pagar para sair com esses caras..
1229,"agora crimes são classificado por gênero, porque meia dúzia de feministas amargas não só querem igualdade mas sim superioridade aos homens, fato este que  NUNCA irá acontecer pois embora as mulheres sejam a maioria elas não serão unidas."
1230,"Deixe eu dar umas palmadinhas em você, só de leve, que eu te interno no Albert Einstein....e logo após vamos a Paris."
1235,Você tem a idade da mulher com que se deita - Charlie Sheen.
1236,"Ainda bem que o Japão está avançadíssimo no desenvolvimento de robôs. Principalmente para atender e divertir HOMENS.  Daqui 10 anos vão acabar todos os nossos problemas com essas coisas de hoje em dia que se dizem ""mulheres""."
1238,Te mostrar o Feminismo aqui no balaio de roupa e na pia...
1240,"Ainda bem, maioria das mulheres atua ruim que dói"
1241,Parece um mico leão dourado ! 
1242,Existem boatos que algumas entidades estão pressionando para a criaçao da Lei José Mayer para a defesa do homens ! Eu sou a favor de uma lei que proteja nós homens de mulheres ! 
1244,"São minoria porque elas querem! Mulheres são diferentes dos homens, possuem interesses diferentes e prioridades diferentes na vida. Porque vocês estão enchendo sua página de matérias intelectualmente desonestas? Lá nos EUA todas essas pautas estúpidas já foram refutadas, agora querem começar a promover isso do zero, ME POUPEM VAI!Um dado que vocês não consideram: Quanto mais livre é o país, maior a diferença entre homens e mulheres em relação às suas escolhas profissionais. Será que vocês ""jornalistas"" não se deram ao trabalho de pesquisar? Eu tenho nojo de vocês!"
1249,"Não pode causar ""revitimização"", forçar a pessoa a ""reviver a lembrança do trauma ou violência sofrido"". Então, como que vai tomar o testemunho da pessoa no processo, hein? Que ideia JEGUIAL! Fico me perguntando se essas fem1naz1 tem ""sélebru""."
1251,Deveria ter uma minisérie com as falsas acusadoras e a vidas destruidas dos homens inocentes...
1252,Mas é feia igual o diabo!
1256,Cuida da vida dela. Não foi ela que queria impedir o aborto em uma menina de 11 anos? Aff
1257,May Evans E assim deve continuar. É a natureza e nada pode ser feito para muda-la.
1259,"Tão bonitinha, gastanto seu tempo em algo tão pouco estimulante..."
1260,foi abandonada?
1262, Ta ficando   ruim de  conversar com as mulheres  não da mais nem para pedir a hora .   só na zona e olhe la . 
1263,"Concordo integralmente com você Gylson. Por que não denunciou na ocasião e só faz isso 10, 15 ou 20 anos depois?Hipocrisia demais!"
1266,ESTA É DE PARAR O TRÂNSITO
1269,Movimento feminista gosta só de uma coisa...DINHEIRO.
1272,Maior taxa de homicídios? Homens...Maior taxa de suidicios? Homens...Maior taxa de moradores de rua? Homens...Existe feminismo em um desastre natural?
1273,"Elisa, não foi um homem que que levou a filha para tocar em um homem nu em Sampa, Para de falar asneiras, flertar, paquerar, não é pedofilia o asquerosa"
1274,"Feminazis reclamando do ocidente ""opressor"" ?!? Deveríamos pegar todas e levar para o  Iran, Arábia Saudita, Afeganistão, China, Coreia do Norte para defender quem precisa... Falta é tanque com roupa para vc parar de reclamar de barriga cheia.."
1275,"O pessoal que quer igualdade quer comparar um gerente com anos de experiência com uma gerente recém empossada,"
1279,enquanto isso  elas ignoram os caras bonzinhos e romantica pois gostam mesmo é de um malandrão cafajeste
1282,"por isso não ""canto"" mulher, quando quero eu ""pago""."
1285,Nunca foi uma grande atriz e só vai se dedicar nesse assunto INÚT.IL pra ganhar atenção.
1287,"Não leiam Camille Paglia. Ela é americana, toda dominação ideológica yanke é abominável. E tbm não vai cair no ENEM. Leiam Sartre,  Heidegger, Foucalt, Dworkin(eh americano mas eh gnt boa), Rorty (outra excessão yanke). "
1288,"Mas por que isto? Lá em casa tive que trabalhar desde os 16 anos para pagar meus estudos. Aos 18 pagava todas as minhas contas. Aos 22 fui trabalhar sozinho em SP. Minhas irmãs saíram de caso aos 24 anos, 100% sustentadas por pai e mãe, inclusive os estudos... Onde está a falta de oportunidade e machismo? O professor ensina menos?!"
1290,disse tudo ! Estamos voltando aos século XIX
1291,"Podem falar o que quiser, isso não vai mudar o fato que essa mulher é feia pra caramba........"
1292,"O problema, esta em desconstruir o homem macho,  e a família, para favorecer alguma coisa.  "
1294,Pagar à vista é sempre melhor. 
1299,Na boa mesmo? Não duvido nada que isso vá acontecer!
1302,"Parabéns para os pais da Elisa S. Orth, da primeira foto, fizeram um bom serviço. "
1303,"Evidente que neste caso a mulher foi a culpada de tudo, menti ?! Lamentavel..."
1304,Com certeza robinho está sendo vítima do ativismo judiciário.
1305,"São minoria pq se identificam mais com outros cursos, simples assim. Não há ninguém as impedindo de ingressar nos cursos de engenharia. Nos cursos de enfermagem por ex há 90% de mulheres."
1307,"É fácil é só por um revolver na cabeça delas e forçar elas a estudarem ciência. Que coisa não, se não tem o que escrever  vai assistir o filme do Pelé."
1308,"Isso tudo é proposital ... basta ver a abrangência do que se considera homofobia, racismo , machismo.... eles ficaram tão indeterminados que acabaram virando armas para vitimização. "
1309,Amon Rá de Peruca
1310,Kkkkk 
1311,GLOBO ESTIMULANDO A GUERRA DE CLASSES. PENA QUE OLAVO DE CARVALHO JÁ INFORMOU TODO MUNDO. VOCÊS CHEGARAM ATRASADOS!!!
1312,Creio que a raiz do problema esta mais pra libertinagem feminina que se iniciou nos anos 90 tem muito haver com isso...os casa de traição cresceram muito e não é todo homem que aceita bem isso. Acho que as mulheres precisam tomar juízo pra evitar estes tipos de problema que ocorrem justamente por que o homem acaba amando demais quem não merece e tem todas estas desgraças que destroem a vida do homem.
1314,"Alguém sabe infomar se ela é amiga ou foi contratada? Muitos desses casos é transformado em oportunidade, vejam o caso do Neymar, a garota era contratada, foi filmado ela o agredindo, e depois disse que foi abusada, e após exames e investigações concluiu que nada aconteceu, e por fim ela não foi presa. Infelizmente os jogadores não aprendem e não consegue enxergar que eles são presas faceis."
1316,Na França é quase uma cultura o homem cantar uma mulher. É diferente do assédio feito em outras situações e países. 
1319,Outra chata. 
1320,"A ex paquita Pituxa se auto mutilou para forçar prisão de seu companheiro, Elize Matsunaga cometeu o que quando ocorre com mulheres chamamos de feminicidio. Suzane Von Richthofen aproveitou-se da condição de pais serem pais porque acreditava que o dinheiro deles deveria ser seu. E centenas de outros casos onde mulheres mutilam com tesouras, facas os orgãos genitais de homens por suspeita de traição ou possessividade."
1322,"Então, ainda existem mulheres sensatas no Mundo... lógico que todo abuso tem e deve ser combatido, mas há um exagero em algumas denúncias. Daqui a pouco, a gente vai falar bom dia e será processado por assédio!"
1325,"Temos que levar em consideração que tem milhares de mulheres que também se aproveitam destas situações, caem na balada, bebem, sai com todo mundo, ainda mais se este tem grana ou é famoso, ai quando percebe que pode tirar vantagem nisso, tiram, as vezes nem são elas que pensaram nisso, foram induzidas a isso por algum espertomen...pode ter advogados pilantras atras dessa estória..."
1326,Conseguiu achar 32 candidatos para fazer sexo?
1327,É a Zira do Planeta dos Macacos
1328,Mas... Espere aí.. Se ela te cantar também não é assédio? Afinal de contas lutam por direitos iguais. Obviamente os deveres devem ser iguais.
1329,"Em partes esta correto ,mas homem age mais pelo instinto de  ser o macho ,nao vem de hoje vem desde do principio do mundo ,onde na propria biblia deus cria o homem apartir do barro e a mulher da sua carne ,para ser sua companheira onde a mulher tem o papel de submissa nessa historia ,o homem tinha o papel de caçar e cuidar da sua tribo e hj acaba ficando sem sentido,ae os tempos são outros onde a liberdade de decisão e vc tira isso do homem algo que esta no instinto ,e como uma afronta ao ego ,a questão quem tem que mudar isso são as mulheres criem seus filhos para serem homens de verdade  e não a fera ,como minha mae diz como saber se vc achou a pessoa certa ,se a pessoa te xingar saia fora , porque se nao tem respeito do primeiro momento vai ,nao vai prestar."
1334,"Sempre a visão do lado masculino tomando a iniciativa. Mas na verdade o que se vê hoje em dia, principalmente no Brasil, é a mulherada partindo pra cima dos homens. No Brasil a coisa é diferente, nos EUA há muito tempo homem e mulher NÃO se cumprimentam com beijinho no rosto. Lá é no máximo um aperto de mão se você tem convivência. "
1335,"se elogia e deselegante, se não é arrogante. quer dizer que o cara não pode flertar mulher nenhuma que é falta de respeito?  ai a moça vem com papo que na hora ficou sem palavras pq ficou sem graça. cada uma viu."
1337,C. de bêbada não tem dono. #forçaRobinho
1338,A maioria é reprovada quando entra no laboratório e pergunta: Cade o fogão???
1340,Só bocó desinformado cai nessas...
1341,Mais um pouco e ela será considerada digna o suficiente para assumir os crimes de L ul a drão. Até hoje só a Dona Marisa recebeu essa honra. 
1342,"só existe feministas enquanto não tem filho, depois disso acaba todo o feminismo "
1346,"Ah, para de mimimi, minha filha! Essa moça sentou no colo de um outro ator, ficou toda assanhada e agora fica choramingando pq o Vin Diesel a elogiou... Tá querendo aparecer sim!"
1347,Essa mulher é bucha de canhão mesmo. Só jesus na causa. Macron curte uns dragão guerreiro.
1352,"Dei uma rápida lida nessa matéria aí, mas uma coisa eu digo, essa estorinha de feminismo é um tiro no próprio pé. "
1353,Feministos são os piores! kkkkkkkkkkkkkkkkkkkkkkkkkkkkk
1354,"Negado Anderson,nessa sua afirmação,no sistema capitalista,não seria mais proveitoso contatar mulher??pois segundo vc,elas ganham menos mas fazem o mesmo trabalho,essa sua tese é no minimo tedenciosa,e outra coisa,lugar de mulher é aonde quiser,se por acaso ele quiser se dedicar aos afazeres de casa,ela tem todo o direito(coisa que as feminazis são contra)"
1356,Vc precisa de tratamento médico com urgência.  Algum psiquiatra por favor se manifeste e ofereça tratamento à senhora Cristina Soares. Desde já agradeço.  
1357,"No meio de toda essa polêmica seria interessante a opinião de uma mulher que NÃO sofre assédio, como por exemplo a Kayla Whaley."
1358,Paulista4 = Alguém está preocupado com que ela pensa? Deus deu para cada um de nós uma vida para que façamos dela o que queiramos.  Para que divulgar o que faz da própria vida? Será insegurança?
1359,"brincadeirinha kkk, não resisiti kk"
1361,Tem razão! A culpa é dela e eles são caras legais.
1363,"Homens também são minoria nos cursos de pedagogia e psicologia, e daí?"
1365,"Outra falacia, o fato de ter muitos comentários não faria com que a questão, formulada por mim  fosse verdadeira ou falsa, mas a questão formulada no texto é falsa, ou seja, é uma falácia. O seu comentário também é uma falacia, pois tenta dizer que o meu argumento não válido por uma argumentação equivocada. Se uma pessoa diz algo, porem  nenhuma pessoa se pronuncia sobre esse algo,  isso é sinal de que a pessoa disse algo errado, pelo que entendi do seu comentário. Essa falácia tem um nome, chama-se ""falácia da autoridade"". O  meu argumento não tem base, pois não tem comentários. É uma falácia, pois a minha argumentação pode ter base, independente do número de comentários."
1366,Neste caso foi fazer o cabelo gentchy
1371,ridícula essa reportagem   
1372,"Quando é conveniente, interessante, oportunista... o assédio é aceito pelas mulheres."
1374,"Existem crimes públicos, assim como existem domésticos. Mulheres matam maridos assim como homens matam esposas, só que o feminismo diz que os homens ficam impunes. Não é bem assim, homens recebem penas mais duras, mulheres além de receber penas menores, também são absolvidas, geralmente também são julgadas por juízas mulheres. A sociedade pressupõe que mulheres são mais igualitárias que homens, por isso colocam-as como mais justas, mais vejam bem, quem esconde os crimes cometidos, homens ou mulheres? Os crimes dos homens estão aí, por isso somos julgados constantemente, e os crimes femininos. Muita gente que são em menor numero, assim mesmo a sociedade deveria discuti-los e não esconde-los como o feminismo faz."
1376,A falta de homem no mercado leva as mulheres a se envolverem com esse tipo de gente.... 
